SFmax_5721442,TXmin_GK48617,RHmax_GK48617,RFmax_6022062,RFmax_6122064,RFmax_KB48615,RFmax_6021010,RFmax_6120014,RFmax_6121001,RFd50mm_5920012,RHd10p_GK48617,RFd95p_6022001,RHd90p_KB48615,TXd90p_GK48617,TNd90p_GK48617,Cases
0.015352796,0.754716981,0.453781513,0.020408163,0.02514193,0.093126386,0.119745223,0.037050691,0.055708601,0.571428571,0.714285714,0.6,0,0,0.142857143,High
0.011934463,0.716981132,0.24789916,0.140778534,0.085969181,0.154471545,0.087716106,0.002396313,0,0.428571429,0.714285714,0.6,0,0,0,High
0.047484042,0.754716981,0.5,0.09712774,0.090835361,0.312638581,0.304822566,0.014562212,0.006427916,0.428571429,0.714285714,0,0.142857143,0,0,High
0.025116375,0.632075472,0.327731092,0,0.002027575,0.040650407,0.091901729,0.140829493,0,0.285714286,0.428571429,0,0.285714286,0,0.142857143,High
0.013430321,0.783018868,0.281512605,0.015495087,0.049067315,0.098300074,0.020018198,0.049032258,0.003060912,0,0.142857143,0.4,0.142857143,0.142857143,0.142857143,High
0.009882383,0.490566038,0.235294118,0.000377929,0,0.194382853,0.027843494,0,0.001530456,0,0.142857143,1,0,0.571428571,0.714285714,High
0.331378457,0.698113208,0.12605042,0,0,0.534368071,0.758507734,0.001843318,0,0.857142857,1,0,0.571428571,0.714285714,0.857142857,High
1,0.688679245,0.088235294,0.000944822,0.002027575,1,0.34722475,0,0,0.857142857,0.857142857,0,1,1,0.857142857,High
0.503526337,0.773584906,0.428571429,0,0,0.097560976,0.038944495,0,0.056014692,0.285714286,0.714285714,0.2,0.714285714,1,0.142857143,High
0.099941678,0.669811321,0.365546218,0,0,0.129711752,0.137943585,0.000737327,0.005203551,0.428571429,0.857142857,0,0.142857143,1,0.428571429,High
0.059105293,0.660377358,0.239495798,0.024187453,0.077453366,0.73466371,0.002183803,0,0.066115702,0,0.857142857,0,0.142857143,0.714285714,0.428571429,High
0.029431142,0.490566038,0.18907563,0.002834467,0.02027575,0.760532151,0.003639672,0,0,0,0.285714286,0,0.428571429,0.571428571,0.285714286,High
0.024511551,0.688679245,0.054621849,0.024754346,0.069748581,0.099039172,0.004549591,0.014009217,0.001530456,0,0.714285714,0,0.428571429,0.571428571,0.428571429,High
0.024587154,0.726415094,0.260504202,0.002834467,0.00405515,0.023651146,0.009645132,0.001658986,0,0,0.142857143,0,0.142857143,0.142857143,0.571428571,High
0.021968052,0.641509434,0.100840336,0.001889645,0,0.130820399,0,0.022119816,0.003060912,0,0,0,0,0.714285714,0,High
0.019548758,0.641509434,0.06302521,0,0,0.001478197,0,0,0,0,0,0,0.285714286,0.714285714,0.142857143,High
0.018317511,0.641509434,0.084033613,0,0.00162206,0.001478197,0,0.002211982,0.049280686,0,0,0,0,0.142857143,0.428571429,High
0.014904578,0.575471698,0.668067227,0,0,0.005173688,0,0,0.05785124,0,0.142857143,0,0,0.142857143,0.428571429,High
0.014677769,0.632075472,0.239495798,0.002267574,0.014193025,0.002217295,0,0.011981567,0.071931436,0,0.142857143,0,0,0.142857143,0.428571429,High
0.011972265,0.632075472,0.466386555,0.078420257,0.02676399,0,0,0,0.026017753,0,0.285714286,0,0,0,0,High
0.011167633,0.377358491,0.462184874,0.007558579,0.068937551,0,0.005459509,0.027834101,0.059075605,0,0,0,0,0.142857143,0,High
0.012965903,0.028301887,0.369747899,0.003779289,0.01216545,0,0.013648772,0.049953917,0.081114172,0,0.142857143,0,0,0.142857143,0,High
0.010789619,0.113207547,0.705882353,0.11526833,0.196674777,0.003695492,0.002729754,0.008294931,0.003060912,0,0.142857143,0,0,0,0,High
0.011178434,0.226415094,0.470588235,0.077475435,0.112327656,0,0.032939035,0.057880184,0.038261402,0,0,0,0,0,0,High
0.009925585,0.594339623,0.386554622,0.006613757,0.066909976,0,0.013648772,0.102672811,0.164064891,0.142857143,0.285714286,0,0,0,0,High
0.016152027,0.273584906,0.537815126,0.033068783,0.125709651,0.010347376,0.036760692,0,0.090909091,0,0,0,0,0,0,High
0.013781335,0,0.5,0.085034014,0.119626926,0.011086475,0,0,0.10070401,0.142857143,0,0,0,0,0,High
0.036440614,0.301886792,0.575630252,0.041572184,0.030413625,0,0.025477707,0,0.010713193,0.142857143,0,0,0,0,0,High
0.038444092,0.29245283,0.43697479,0.035336357,0.105028386,0.322246859,0.06933576,0,0.114478114,0,0,0,0,0,0,High
0.022956291,0.216981132,0.533613445,0.0574452,0.019870235,0.234294161,0.057506824,0.023041475,0.087542088,0.285714286,0,0,0.142857143,0,0,High
0.026174816,0.405660377,0.361344538,0.015684051,0.078264396,0.04804139,0,0.003686636,0.062748699,0,0,0.2,0,0,0,High
0.026520429,0.264150943,0.428571429,0.042894936,0.157339822,0.011086475,0.078252957,0.083870968,0.019895929,0,0,0.2,0.142857143,0,0,High
0.025375585,0.41509434,0.432773109,0.013038549,0.016626115,0.009608278,0.102274795,0.061751152,0.119375574,0.142857143,0,0,0,0,0,High
0.012722894,0.377358491,0.575630252,0.008692366,0.006082725,0.067997044,0,0.044239631,0.018365473,0,0,0.4,0,0,0,High
0.011831859,0.41509434,0.638655462,0.017762661,0.060827251,0.092387288,0.050045496,0.001843318,0.016835017,0.285714286,0,0,0,0,0,High
0.012771496,0.547169811,0.5,0.007747543,0.02514193,0.067257945,0.021838035,0.012903226,0.142944597,0,0,0,0,0,0,High
0.011011027,0.58490566,0.554621849,0.044406652,0.006082725,0.10421286,0.077343039,0.050691244,0.013774105,0.142857143,0,0,0,0,0,High
0.011929063,0.698113208,0.542016807,0.039871504,0.163422547,0.186252772,0.002729754,0.018617512,0.118151209,0,0,0,0,0,0,High
0.014272754,0.613207547,0.659663866,0.034958428,0.0486618,0.03473762,0.040036397,0.082949309,0.062442608,0.285714286,0,0.2,0,0,0,High
0.035274169,0.669811321,0.735294118,0.068972033,0.127737226,0.232815965,0.066424022,0.023041475,0.156412611,0.142857143,0,0,0,0,0,High
0.033729709,0.575471698,0.533613445,0.009448224,0.04460665,0.120473023,0.077525023,0.034101382,0.036730946,0.571428571,0,0.2,0,0,0,High
0.027244057,0.698113208,0.470588235,0.05574452,0.126926196,0.106430155,0.16433121,0.023041475,0.038873584,0.428571429,0,0.2,0,0,0,High
0.017642485,0.669811321,0.630252101,0.034958428,0.0405515,0.046563193,0.068243858,0.062672811,0.184879094,0.142857143,0,0,0,0,0,High
0.024241541,0.622641509,0.878151261,0.030801209,0.072992701,0.062823356,0.013648772,0.086820276,0.230792776,0,0,0,0,0,0,High
0.028291698,0.745283019,0.886554622,0.075963719,0.158556367,0.172949002,0.091901729,0.080184332,0.636669728,0.285714286,0,0,0,0,0,High
0.031083606,0.198113208,0.764705882,0.099395314,0.254663423,0.056910569,0.050955414,0.00921659,0.067646159,0.142857143,0,0.2,0,0,0,Low
0.024684358,0.849056604,0.495798319,0.328798186,0.716545012,0.079083518,0.159235669,0.105069124,0.185185185,0.428571429,0,0,0,0,0,High
0.095437903,0.886792453,0.789915966,0.050075586,0.042579075,0.056171471,0.063694268,0.105253456,0.065809611,0.428571429,0,0,0,0,0,High
0.044459925,0.924528302,0.861344538,0.066137566,0.034468775,0.00443459,0.030027298,0.238341014,0.762167126,0,0.142857143,0,0,0,0,High
0.027098251,0.716981132,0.542016807,0.076908541,0.106244931,0.0436068,0.17288444,0.067834101,0.130394858,0.142857143,0,0,0,0,0,High
0.033540701,0.849056604,0.605042017,0.49111867,0.822384428,0.047302291,0.117743403,0.011981567,0.028772574,0.285714286,0.714285714,0.4,0,0,0,High
0.038217283,0.849056604,0.806722689,0.070861678,0.077047851,0.167036216,0.061874431,0.029861751,0.144168962,0.428571429,0,0.2,0,0,0,High
0.066265971,0.632075472,0.294117647,0.030234316,0.02270884,0.025868441,0.076979072,0.452718894,0.004591368,0.142857143,0,0,0,0,0,High
0.04537256,0.773584906,0.483193277,0.082577475,0.207623682,0.006651885,0.040946315,0.063225806,0.021426385,0,0.428571429,0.4,0,0,0,High
0.039729341,0.70754717,0.399159664,0.000944822,0.034468775,0.095343681,0.110464058,0.023041475,0.001530456,0.285714286,0.571428571,0.2,0,0,0,High
0.058532871,0.764150943,0.504201681,0.000944822,0.0162206,0.029563932,0.265514104,0.115760369,0.006121824,0.285714286,0.428571429,0.2,0,0,0,High
0.054612319,0.669811321,0.214285714,0.000944822,0.006082725,0.29120473,0.077161056,0.014009217,0,0.142857143,0.428571429,0,0,0,0,High
0.045437363,0.273584906,0.214285714,0.000944822,0.01865369,0.240206948,0.030209281,0.005714286,0,0,0.285714286,0.4,0.428571429,0,0.142857143,High
0.040420568,0.773584906,0.218487395,0,0,0.179600887,0.130118289,0.001843318,0,0.285714286,0.428571429,0,0.142857143,0,0,High
0.031596626,0.537735849,0.210084034,0,0,0.120473023,0.000909918,0.002764977,0.001530456,0,0.428571429,0,0.142857143,0,0.571428571,High
0.158690557,0.754716981,0.331932773,0,0,0.419068736,0.028025478,0,0.001530456,0.142857143,0,0,0.428571429,0,0.428571429,High
0.049120306,0.754716981,0.18907563,0.000566893,0,0.120473023,0,0.011059908,0,0,0,0,0.428571429,0.571428571,0.285714286,High
0.028491505,0.660377358,0.474789916,0.000377929,0,0.046563193,0.000909918,0,0.001530456,0,0.571428571,0.4,0.285714286,0.857142857,0.142857143,High
0.038849107,0.754716981,0.357142857,0,0,0.333333333,0.256050955,0,0.039791858,0.142857143,0,0,0,1,0.142857143,High
0.0386547,0.669811321,0.327731092,0.008503401,0.002027575,0.144863267,0.226751592,0,0.00765228,0.428571429,0.428571429,0,0.142857143,0.285714286,0.142857143,Low
0.070575338,0.726415094,0.596638655,0.021352986,0.034468775,0.014781966,0.063876251,0,0.145393327,0.142857143,0.285714286,0,0.142857143,0.714285714,0.285714286,High
0.068998477,0.669811321,0.487394958,0.002078609,0.00648824,0,0.00855323,0,0.022956841,0,0.714285714,0,0,0.714285714,0.714285714,High
0.035446975,0.641509434,0.819327731,0.081254724,0.176399027,0.171470806,0.00655141,0.016589862,0.093051729,0,0.142857143,0,0,0,0.142857143,High
0.022313666,0.698113208,0.18907563,0,0.02838605,0.076127125,0.016742493,0,0,0,0,0,0,0.428571429,0.142857143,High
0.026174816,0.669811321,0.319327731,0.0718065,0.136253041,0.022172949,0.00655141,0.110599078,0.001530456,0,0,0,0,0.428571429,0.142857143,High
0.016125026,0.669811321,0.323529412,0.000566893,0,0.094604582,0.000909918,0.024884793,0.052341598,0,0.142857143,0,0,0,0,High
0.013948741,0.396226415,0.432773109,0.002267574,0.0243309,0.005173688,0,0.025990783,0.04040404,0,0,0,0,0,0,Low
0.012285477,0.594339623,0.12605042,0.098261527,0.04703974,0.000739098,0.032757052,0,0.016835017,0,0,0,0,0,0,High
0.011702254,0.622641509,0.289915966,0.052532124,0.090429846,0.172949002,0.004731574,0.000921659,0.038261402,0,0,0,0,0,0.142857143,Low
0.011178434,0.235849057,0.680672269,0.000944822,0.056772101,0.001478197,0,0.010322581,0.091215182,0,0,0,0,0,0,Low
0.010881422,0.188679245,0.457983193,0.006613757,0.00405515,0.007390983,0.007279345,0.011981567,0.001530456,0,0,0,0,0,0,Low
0.011302639,0.179245283,0.470588235,0.000944822,0.133008921,0,0,0,0.055708601,0,0,0,0,0,0,High
0.010471006,0.566037736,0.474789916,0,0,0.075388027,0,0.002764977,0.068870523,0,0,0,0,0,0,Low
0.009839182,0.198113208,0.600840336,0.000755858,0.0486618,0.000739098,0,0.030414747,0.036730946,0,0,0,0,0,0.142857143,Low
0.012199073,0.245283019,0.642857143,0.0718065,0.072992701,0,0,0.004608295,0.003060912,0,0,0,0,0.142857143,0,Low
0.018096102,0.5,0.327731092,0.012282691,0.068937551,0,0.05477707,0.023041475,0.072543618,0,0,0.4,0,0.142857143,0,Low
0.013894739,0.660377358,0.588235294,0.000944822,0.00405515,0,0.05277525,0.030046083,0.07805326,0,0,0,0,0,0,Low
0.027686874,0.462264151,0.411764706,0.041572184,0.129764801,0,0.024385805,0.085529954,0.03520049,0,0,0.2,0,0,0,High
0.017080863,0.632075472,0.415966387,0.080687831,0.099351176,0,0.060964513,0.007373272,0.114478114,0,0,0,0,0,0.142857143,Low
0.038795105,0.5,0.487394958,0.078609221,0.040957015,0.053954176,0.078252957,0.004608295,0.065809611,0.285714286,0,0,0,0,0,High
0.028297098,0.41509434,0.457983193,0.092592593,0.151662612,0.198078344,0.028389445,0.017511521,0.139271503,0,0,0,0,0,0,High
0.023895927,0.311320755,0.491596639,0.103930461,0.125709651,0.10864745,0.065150136,0.013087558,0.020814203,0,0,0,0,0,0,High
0.01777749,0.566037736,0.630252101,0.058578987,0.021492295,0.003695492,0.040400364,0.041290323,0.030609122,0,0,0,0,0,0,High
0.024182138,0.518867925,0.508403361,0.044028723,0.02838605,0.090909091,0.056596906,0.023225806,0.075298439,0,0,0,0,0,0,Low
0.02705505,0.566037736,0.5,0.029478458,0.018248175,0.177383592,0.01455869,0.001658986,0.067340067,0.142857143,0,0,0,0,0,High
0.041954228,0.679245283,0.474789916,0.073318216,0.145985401,0.046563193,0.090991811,0.047926267,0.106213652,0.285714286,0,0.2,0,0,0,High
0.018069101,0.716981132,0.75210084,0.070861678,0.026358475,0.000739098,0,0.017511521,0.050505051,0.142857143,0,0,0,0,0,High
0.024884166,0.698113208,0.584033613,0.068027211,0.0324412,0.06947524,0.084622384,0.062119816,0.048974594,0.142857143,0,0,0,0,0,High
0.017410276,0.660377358,0.852941176,0.035714286,0.166261152,0.005173688,0.012738854,0.05437788,0.160697888,0.142857143,0,0,0,0,0.285714286,High
0.020423592,0.811320755,0.697478992,0.011337868,0.053527981,0.002217295,0.064604186,0.003133641,0.092133456,0.142857143,0,0,0,0,0,High
0.041711218,0.962264151,0.672268908,0.052910053,0.173560422,0.209903917,0.111919927,0.008294931,0.045607591,0.428571429,0,0.4,0,0,0,High
0.045599369,0.952830189,0.953781513,0.088813303,0.128142741,0.282335551,0.07188353,0.01843318,0.115396388,0.142857143,0.142857143,0,0,0,0,High
0.041041592,0.971698113,0.978991597,0.02532124,0.068126521,0.127124908,0.043676069,0.067096774,0.566880931,0,0,0,0,0,0.142857143,Low
0.052279428,0.962264151,0.966386555,0.043461829,0.120032441,0.025129342,0.072793449,0.073732719,0.110192837,0,0,0,0,0,0,Low
0.03298448,1,0.630252101,0.218820862,0.716545012,0.088691796,0,0.046635945,0.026017753,0,0,0.4,0,0,0,High
0.042650855,0.594339623,0.848739496,0.060468632,0.166666667,0.114560237,0.096269336,0.071520737,0.167125803,0,0,0,0,0,0.142857143,High
0.038946311,0.849056604,0.75210084,0.016439909,0.023925385,0.18255728,0.017470428,0.224700461,0.046831956,0,0,0.6,0,0,0,High
0.051112983,0.773584906,0.483193277,0.092781557,0.188969992,0.107169254,0.080982712,0.063225806,0.026323845,0,0,0,0,0,0,High
0.049406517,0.839622642,0.504201681,0.019274376,0.119221411,0.06504065,0.042038217,0.026359447,0,0,0,0,0,0,0,Low
0.051901414,0.490566038,0.672268908,0.023620559,0.0405515,0.086474501,0.06533212,0.048110599,0.052341598,0,0,0,0,0,0,High
0.065088725,0.641509434,0.663865546,0.000944822,0,0.164079823,0.03566879,0.007557604,0.234465871,0,0,0.2,0,0,0.285714286,High
0.045388761,0.688679245,0.638655462,0.015117158,0.115977291,0.013303769,0.039854413,0.012718894,0.029690848,0,0,0,0,0,0,Low
0.07294063,0.735849057,0.659663866,0.251133787,0.168288727,0.114560237,0.074613285,0,0.095500459,0,0,0.8,0,0,0.285714286,Low
0.129140611,0.613207547,0.718487395,0.05404384,0.045012165,0.059866962,0.175978162,0.013824885,0.010713193,0.428571429,0,0,0.428571429,0,0.571428571,Low
0.070758945,0.698113208,0.483193277,0.099395314,0.091240876,0.177383592,0.042038217,0.226912442,0.006121824,0.142857143,0.142857143,0.2,0.142857143,0.428571429,0.714285714,Low
0.105655099,0.735849057,0.491596639,0.009070295,0.00405515,0.243902439,0.103912648,0.039815668,0.037037037,0,0.285714286,0.4,0.142857143,1,0.571428571,High
0.074555293,0.764150943,0.483193277,0.003779289,0.004460665,0.189209165,0.26733394,0.046635945,0,0.714285714,0,0.2,0.428571429,1,0.857142857,High
0.382653447,0.70754717,0.43697479,0.016628874,0.0405515,0.031042129,0.323020928,0.012534562,0,0.142857143,0.428571429,0.6,0.428571429,1,1,High
0.35875752,0.698113208,0.378151261,0.008503401,0.002027575,0.793052476,0.361419472,0.003686636,0,0.428571429,0.142857143,0,0.142857143,1,0.857142857,High
0.074560693,0.735849057,0.365546218,0,0.00162206,0.047302291,0.01055505,0.013456221,0.036730946,0,0.714285714,0.8,0.857142857,1,0.142857143,High
0.158020931,0.688679245,0.31092437,0,0.01865369,0.028824834,1,0.00202765,0.013468013,0.571428571,0.857142857,0,0.285714286,0.714285714,0.142857143,High
0.227381222,0.603773585,0.327731092,0.024565382,0.064882401,0.588322247,0.038398544,0,0,0.285714286,0.571428571,0,0,0.428571429,0.285714286,High
0.067799631,0.688679245,0.462184874,0.023998488,0.016626115,0.193643755,0.123930846,0,0,0,0.142857143,0,0.428571429,0.428571429,0,Low
0.018927734,0.367924528,0.172268908,0,0,0.361419069,0.007643312,0,0,0,0,0,0.285714286,0.571428571,0,Low
0.014364557,0.745283019,0.210084034,0,0.00648824,0.053215078,0.090627843,0,0,0.142857143,0.142857143,0,0.857142857,0,0.142857143,High
0.011723855,0.603773585,0.092436975,0,0,0.37398374,0.002729754,0,0,0,0,0,0,0,0.142857143,Low
0.032449859,0.764150943,0.096638655,0,0,0.006651885,0.053867152,0,0.004591368,0.285714286,0,0,0.571428571,0,0.142857143,Low
0.012965903,0.433962264,0.306722689,0,0.002027575,0.184774575,0,0,0.123966942,0,0,0,0,0,0.142857143,Low
0.007079675,0.5,0.407563025,0.001322751,0,0.007390983,0,0,0.07805326,0,0,0,0.142857143,0,0,High
0.011383642,0.358490566,0.365546218,0.002834467,0.060827251,0.028085735,0,0,0.032139578,0,0,0.2,0,0,0.142857143,High
0.011507847,0.556603774,0.457983193,0.026455026,0.095296026,0.039911308,0.074249318,0.000552995,0.138353229,0.142857143,0,0.4,0,0,0,High
0.020164382,0.226415094,0.609243697,0.020786092,0.102595296,0.025868441,0.098453139,0.000921659,0.037037037,0.285714286,0,0,0,0.142857143,0.142857143,High
0.015509402,0.330188679,0.504201681,0.021919879,0.038523925,0.005912786,0.01455869,0,0.093357821,0,0,0,0,0,0,Low
0.020958213,0.198113208,0.512605042,0.063492063,0.126115166,0,0.000909918,0,0.04285277,0,0,0,0,0.142857143,0,Low
0.009417965,0.311320755,0.558823529,0.077475435,0.143957826,0.000739098,0.007461328,0.000921659,0.009182736,0,0,0,0,0.142857143,0.142857143,High
0.009774379,0.452830189,0.525210084,0.066137566,0.01216545,0.240206948,0.003639672,0.009769585,0.140801959,0,0,0,0,0,0,High
0.020596399,0.160377358,0.432773109,0.017006803,0,0.160384331,0.066424022,0.000921659,0.00765228,0.142857143,0,0,0.285714286,0,0.142857143,Low
0.035781788,0.301886792,0.483193277,0.03968254,0.056772101,0.000739098,0.156141947,0,0.174471993,0.285714286,0,0,0.428571429,0,0,Low
0.031936839,0.273584906,0.56302521,0.002834467,0.068937551,0,0.079162875,0,0,0,0,0,0,0,0,High
0.039842746,0.58490566,0.533613445,0.120937264,0.192619627,0,0.016196542,0.009769585,0.24181206,0,0,0,0,0.571428571,0,Low
0.026439426,0.179245283,0.470588235,0.021730915,0,0,0.071519563,0.028571429,0,0.142857143,0,0,0,0,0,Low
0.022994092,0.311320755,0.575630252,0.104875283,0.243309002,0.014042868,0.06733394,0.021935484,0.07805326,0,0,0.2,0,0.428571429,0,Low
0.033978118,0.377358491,0.516806723,0,0,0.148558758,0.074613285,0.00921659,0.041322314,0,0,0.2,0.142857143,0,0,Low
0.04046377,0.5,0.533613445,0.044406652,0.143957826,0.02623799,0.084622384,0.015668203,0.197428834,0,0,0,0,0,0,High
0.045583169,0.367924528,0.491596639,0.028344671,0.022303325,0.136733186,0.054595086,0.000921659,0.053565963,0,0,0,0,0,0,Low
0.036381212,0.5,0.495798319,0.061413454,0.103406326,0.089430894,0.069153776,0.072626728,0.055096419,0,0,0,0,0,0,Low
0.021827647,0.481132075,0.428571429,0.042517007,0.113544201,0.018477458,0.001819836,0.033179724,0.010713193,0,0,0,0,0,0,Low
0.015034183,0.603773585,0.621848739,0.042517007,0.04460665,0.080561715,0.024203822,0.141751152,0.107131925,0,0,0,0,0,0,Low
0.012161272,0.70754717,0.432773109,0.011337868,0.0081103,0.219512195,0.102820746,0.076497696,0.110192837,0.142857143,0,0,0,0,0,Low
0.022902289,0.79245283,0.726890756,0.068027211,0.162206002,0.175166297,0.131938126,0.044239631,0.07805326,0.571428571,0,0,0,0,0,Low
0.023550314,0.216981132,0.731092437,0.010393046,0.077047851,0.124168514,0.051683348,0.011059908,0.041322314,0,0,0,0,0,0,Low
0.033729709,0.481132075,0.718487395,0.119614512,0.191808597,0.098300074,0.119199272,0.051981567,0.096112642,0.428571429,0.285714286,0.4,0,0,0,High
0.031083606,0.783018868,0.806722689,0.028344671,0.059610706,0.037694013,0.046405823,0.028571429,0.171104989,0.285714286,0,0,0.142857143,0,0,Low
0.018317511,0.839622642,0.924369748,0.016250945,0.091240876,0.068736142,0.040946315,0.060829493,0.134067952,0,0,0,0.142857143,0,0,Low
0.024241541,0.877358491,0.924369748,0.05952381,0.100973236,0.053215078,0.14922657,0.041474654,0.054484236,0.142857143,0,0,0.142857143,0,0,Low
0.018096102,0.867924528,0.987394958,0.046107332,0.125304136,0.027346637,0.032757052,0.032626728,0.420875421,0,0,0.2,0.142857143,0,0,Low
0.017966497,0.320754717,0.932773109,0.009448224,0.072587186,0.050997783,0.039126479,0.062119816,0.049586777,0.285714286,0,0.2,0,0,0,Low
0.020304788,0.698113208,0.722689076,0.214852608,0.51784266,0.093865484,0.021838035,0.027465438,0.107131925,0,0,0,0,0,0,Low
0.028653512,0.660377358,1,0.042328042,0.051094891,0.136733186,0.070609645,0.050691244,0.69513315,0.285714286,0,0,0.142857143,0,0,Low
